quando	zona	sha256	nome_vecchio	testo
2026-08-01T21:41:59	Bicipiti e Braccia	76d2f9181e49365147d84aac3c712db81686d168a250db5964ecdf9ed3c88778	Flessione polso Hammer un braccio coscia seduto (Seated Single-Arm Hammer Grip Wrist Curl).gif	Flessione hammer polso un braccio appoggio su coscia seduto
2026-08-01T21:42:07	Bicipiti e Braccia	76d2f9181e49365147d84aac3c712db81686d168a250db5964ecdf9ed3c88778	Flessione polso Hammer un braccio coscia seduto (Seated Single-Arm Hammer Grip Wrist Curl).gif	Flessione hammerpolso un braccio appoggio su coscia seduto
2026-08-01T21:42:07	Bicipiti e Braccia	76d2f9181e49365147d84aac3c712db81686d168a250db5964ecdf9ed3c88778	Flessione polso Hammer un braccio coscia seduto (Seated Single-Arm Hammer Grip Wrist Curl).gif	Flessione polso un braccio appoggio su coscia seduto
2026-08-01T21:42:08	Bicipiti e Braccia	76d2f9181e49365147d84aac3c712db81686d168a250db5964ecdf9ed3c88778	Flessione polso Hammer un braccio coscia seduto (Seated Single-Arm Hammer Grip Wrist Curl).gif	Flessione polso hammer un braccio appoggio su coscia seduto
2026-08-01T21:42:13	Bicipiti e Braccia	76d2f9181e49365147d84aac3c712db81686d168a250db5964ecdf9ed3c88778	Flessione polso Hammer un braccio coscia seduto (Seated Single-Arm Hammer Grip Wrist Curl).gif	Flessione polso un braccio appoggio su coscia seduto
2026-08-01T21:42:14	Bicipiti e Braccia	76d2f9181e49365147d84aac3c712db81686d168a250db5964ecdf9ed3c88778	Flessione polso Hammer un braccio coscia seduto (Seated Single-Arm Hammer Grip Wrist Curl).gif	Flessione hammerpolso un braccio appoggio su coscia seduto
2026-08-01T21:42:16	Bicipiti e Braccia	76d2f9181e49365147d84aac3c712db81686d168a250db5964ecdf9ed3c88778	Flessione polso Hammer un braccio coscia seduto (Seated Single-Arm Hammer Grip Wrist Curl).gif	Flessione hammer polso un braccio appoggio su coscia seduto
2026-08-01T21:42:41	Bicipiti e Braccia	76d2f9181e49365147d84aac3c712db81686d168a250db5964ecdf9ed3c88778	Flessione polso Hammer un braccio coscia seduto (Seated Single-Arm Hammer Grip Wrist Curl).gif	Flessione hammer polso un braccio seduto
2026-08-01T21:45:55	Bicipiti e Braccia	f77453f55da146c234df3893307cfbdc0fe7bb32b4f03a8830f1d3ed5ad2090c	Flessione polso un braccio disco appoggio seduto (Seated Single-Arm Plate Wrist Curl).gif	Flessione polso disco un braccio appoggiatoo seduto
2026-08-01T21:45:56	Bicipiti e Braccia	f77453f55da146c234df3893307cfbdc0fe7bb32b4f03a8830f1d3ed5ad2090c	Flessione polso un braccio disco appoggio seduto (Seated Single-Arm Plate Wrist Curl).gif	Flessione polso disco un braccio appoggiatoseduto
2026-08-01T21:45:57	Bicipiti e Braccia	f77453f55da146c234df3893307cfbdc0fe7bb32b4f03a8830f1d3ed5ad2090c	Flessione polso un braccio disco appoggio seduto (Seated Single-Arm Plate Wrist Curl).gif	Flessione polso disco un braccio appoggiatoto
2026-08-01T21:45:58	Bicipiti e Braccia	f77453f55da146c234df3893307cfbdc0fe7bb32b4f03a8830f1d3ed5ad2090c	Flessione polso un braccio disco appoggio seduto (Seated Single-Arm Plate Wrist Curl).gif	Flessione polso disco un braccio appoggiato
2026-08-01T21:46:10	Bicipiti e Braccia	0dff9668e678728ade02683def5e03bd430ae7317e39ade3a01e31458cf6e449	Flessione polso un braccio manubrio appoggio seduto (Seated Single-Arm Dumbbell Wrist Curl).gif	Flessione polso manubrio un braccio appoggiatoo seduto
2026-08-01T21:46:11	Bicipiti e Braccia	0dff9668e678728ade02683def5e03bd430ae7317e39ade3a01e31458cf6e449	Flessione polso un braccio manubrio appoggio seduto (Seated Single-Arm Dumbbell Wrist Curl).gif	Flessione polso manubrio un braccio appoggiato
2026-08-01T21:46:41	Bicipiti e Braccia	f77453f55da146c234df3893307cfbdc0fe7bb32b4f03a8830f1d3ed5ad2090c	Flessione polso un braccio disco appoggio seduto (Seated Single-Arm Plate Wrist Curl).gif	Flessione polso un braccio appoggiato
2026-08-01T21:46:46	Bicipiti e Braccia	f77453f55da146c234df3893307cfbdc0fe7bb32b4f03a8830f1d3ed5ad2090c	Flessione polso un braccio disco appoggio seduto (Seated Single-Arm Plate Wrist Curl).gif	Flessione polso un braccio appoggiato 
2026-08-01T21:46:47	Bicipiti e Braccia	f77453f55da146c234df3893307cfbdc0fe7bb32b4f03a8830f1d3ed5ad2090c	Flessione polso un braccio disco appoggio seduto (Seated Single-Arm Plate Wrist Curl).gif	Flessione polso un braccio appoggiato disco
2026-08-01T21:47:16	Bicipiti e Braccia	0dff9668e678728ade02683def5e03bd430ae7317e39ade3a01e31458cf6e449	Flessione polso un braccio manubrio appoggio seduto (Seated Single-Arm Dumbbell Wrist Curl).gif	Flessione polso un braccio appoggiato
2026-08-01T21:47:18	Bicipiti e Braccia	0dff9668e678728ade02683def5e03bd430ae7317e39ade3a01e31458cf6e449	Flessione polso un braccio manubrio appoggio seduto (Seated Single-Arm Dumbbell Wrist Curl).gif	Flessione polso un braccio appoggiato 
2026-08-01T21:47:19	Bicipiti e Braccia	0dff9668e678728ade02683def5e03bd430ae7317e39ade3a01e31458cf6e449	Flessione polso un braccio manubrio appoggio seduto (Seated Single-Arm Dumbbell Wrist Curl).gif	Flessione polso un braccio appoggiato manubrio
2026-08-01T21:47:31	Bicipiti e Braccia	f77453f55da146c234df3893307cfbdc0fe7bb32b4f03a8830f1d3ed5ad2090c	Flessione polso un braccio disco appoggio seduto (Seated Single-Arm Plate Wrist Curl).gif	Flessione polso un braccio disco
2026-08-01T21:47:36	Bicipiti e Braccia	0dff9668e678728ade02683def5e03bd430ae7317e39ade3a01e31458cf6e449	Flessione polso un braccio manubrio appoggio seduto (Seated Single-Arm Dumbbell Wrist Curl).gif	Flessione polso un braccio manubrio
2026-08-01T21:52:51	Bicipiti e Braccia	f77453f55da146c234df3893307cfbdc0fe7bb32b4f03a8830f1d3ed5ad2090c	Flessione polso un braccio disco appoggio seduto (Seated Single-Arm Plate Wrist Curl).gif	Flessione polso  disco
2026-08-01T21:52:53	Bicipiti e Braccia	f77453f55da146c234df3893307cfbdc0fe7bb32b4f03a8830f1d3ed5ad2090c	Flessione polso un braccio disco appoggio seduto (Seated Single-Arm Plate Wrist Curl).gif	Flessione polso disco
2026-08-01T21:53:09	Bicipiti e Braccia	0dff9668e678728ade02683def5e03bd430ae7317e39ade3a01e31458cf6e449	Flessione polso un braccio manubrio appoggio seduto (Seated Single-Arm Dumbbell Wrist Curl).gif	Flessione polso un manubrio
2026-08-01T21:53:10	Bicipiti e Braccia	0dff9668e678728ade02683def5e03bd430ae7317e39ade3a01e31458cf6e449	Flessione polso un braccio manubrio appoggio seduto (Seated Single-Arm Dumbbell Wrist Curl).gif	Flessione polso manubrio
2026-08-02T14:58:50	Bicipiti e Braccia	b791447344f8fe1e44eff1d7a0cbc393e2e58ab66cc0b56432963aad30072ed3	Curl manubri panca inclinata (Incline Dumbbell Simultaneous Curl).gif	Curl con rotazione manubri panca inclinata
2026-08-02T14:58:59	Bicipiti e Braccia	b791447344f8fe1e44eff1d7a0cbc393e2e58ab66cc0b56432963aad30072ed3	Curl manubri panca inclinata (Incline Dumbbell Simultaneous Curl).gif	Curl rotazione manubri panca inclinata
2026-08-02T18:49:40	Cardio e Conditioning	f09679bc4e2443430734210c6347416d1ee8db5c66f5dda09ab16601f04a049c	Box diretto destra sacco.gif	Boxe diretto alternato sacco
2026-08-02T18:51:20	Cardio e Conditioning	39773120a5975eabdbe9761cc390e2f20df43b15221fb628ec08e530a83f5a1e	Box diretto destra.gif	Boxe diretto 
2026-08-02T18:51:21	Cardio e Conditioning	39773120a5975eabdbe9761cc390e2f20df43b15221fb628ec08e530a83f5a1e	Box diretto destra.gif	Boxe diretto alternato
2026-08-02T18:52:23	Cardio e Conditioning	f09679bc4e2443430734210c6347416d1ee8db5c66f5dda09ab16601f04a049c	Box diretto destra sacco.gif	Boxe diretto al sacco
2026-08-02T18:52:29	Cardio e Conditioning	39773120a5975eabdbe9761cc390e2f20df43b15221fb628ec08e530a83f5a1e	Box diretto destra.gif	Boxe diretto
2026-08-02T18:56:44	Cardio e Conditioning	c33c8c8ffd956d844aec76da14aed626159a5923a7f8ed0d9a965b917701bb99	Boxe diretti alternati.gif	Boxe pugn alternati
2026-08-02T18:56:45	Cardio e Conditioning	c33c8c8ffd956d844aec76da14aed626159a5923a7f8ed0d9a965b917701bb99	Boxe diretti alternati.gif	Boxe pugni alternati
2026-08-02T19:00:18	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Sal laterale rapida
2026-08-02T19:00:38	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Salell laterale rapida
2026-08-02T19:00:39	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Sal laterale rapida
2026-08-02T19:00:41	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Saltello  laterale rapida
2026-08-02T19:00:42	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Saltello laterale rapida
2026-08-02T19:01:42	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Saltello laterale rapido
2026-08-02T19:02:43	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Saltell laterale rapido
2026-08-02T19:02:50	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Salil laterale rapido
2026-08-02T19:02:51	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Sali laterale rapido
2026-08-02T19:02:52	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Sal laterale rapido
2026-08-02T19:02:53	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Salt laterale rapido
2026-08-02T19:02:53	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Salti laterale rapido
2026-08-02T19:03:00	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Salti laterali rapido
2026-08-02T19:03:03	Cardio e Conditioning	e1e4307e26326e56dcf7574c67cd386015659c7bef39de23d926a33ef8f85145	Camminata laterale rapida.gif	Salti laterali rapidi
2026-08-02T19:03:42	Cardio e Conditioning	66c92f9d4b54db54390e6c1d0a7f15d5b95f766902d580d2a4eb9f898ac8ce2f	Corsa conetti a X.gif	Corsa a X
2026-08-02T19:03:47	Cardio e Conditioning	66c92f9d4b54db54390e6c1d0a7f15d5b95f766902d580d2a4eb9f898ac8ce2f	Corsa conetti a X.gif	Corsa a X 
2026-08-02T19:03:47	Cardio e Conditioning	66c92f9d4b54db54390e6c1d0a7f15d5b95f766902d580d2a4eb9f898ac8ce2f	Corsa conetti a X.gif	Corsa a X conetti
2026-08-02T19:03:52	Cardio e Conditioning	66c92f9d4b54db54390e6c1d0a7f15d5b95f766902d580d2a4eb9f898ac8ce2f	Corsa conetti a X.gif	Corsa  X conetti
2026-08-02T19:03:53	Cardio e Conditioning	66c92f9d4b54db54390e6c1d0a7f15d5b95f766902d580d2a4eb9f898ac8ce2f	Corsa conetti a X.gif	Corsa X conetti
2026-08-02T19:03:56	Cardio e Conditioning	66c92f9d4b54db54390e6c1d0a7f15d5b95f766902d580d2a4eb9f898ac8ce2f	Corsa conetti a X.gif	Corsa X con conetti
2026-08-02T19:04:02	Cardio e Conditioning	66c92f9d4b54db54390e6c1d0a7f15d5b95f766902d580d2a4eb9f898ac8ce2f	Corsa conetti a X.gif	Corsa X con coni
2026-08-02T19:04:06	Cardio e Conditioning	66c92f9d4b54db54390e6c1d0a7f15d5b95f766902d580d2a4eb9f898ac8ce2f	Corsa conetti a X.gif	Corsa X con conetti
2026-08-02T19:04:26	Cardio e Conditioning	b0b7a875ad6652b6ff7595b788c1769cd630a027b42cc9c73bc0f13b92fb9320	Corsa conetti zigzag.gif	Corsa zigzag con conetti
2026-08-02T19:05:16	Cardio e Conditioning	2bbbf4d8c436bda829c556e34f906d0799e2325ca84eeac6a261e99224881f07	Corsa laterale scaletta agilita.gif	Corsa laterale agilità
2026-08-02T19:05:21	Cardio e Conditioning	2bbbf4d8c436bda829c556e34f906d0799e2325ca84eeac6a261e99224881f07	Corsa laterale scaletta agilita.gif	Corsa laterale agilità 
2026-08-02T19:05:23	Cardio e Conditioning	2bbbf4d8c436bda829c556e34f906d0799e2325ca84eeac6a261e99224881f07	Corsa laterale scaletta agilita.gif	Corsa laterale agilità scaletta
2026-08-02T19:05:40	Cardio e Conditioning	2bbbf4d8c436bda829c556e34f906d0799e2325ca84eeac6a261e99224881f07	Corsa laterale scaletta agilita.gif	Corsa laterale agi scaletta
2026-08-02T19:05:42	Cardio e Conditioning	2bbbf4d8c436bda829c556e34f906d0799e2325ca84eeac6a261e99224881f07	Corsa laterale scaletta agilita.gif	Corsa laterale agile scaletta
2026-08-02T19:05:57	Cardio e Conditioning	2bbbf4d8c436bda829c556e34f906d0799e2325ca84eeac6a261e99224881f07	Corsa laterale scaletta agilita.gif	Corsa laterale agile con scaletta
2026-08-02T19:08:04	Cardio e Conditioning	2bbbf4d8c436bda829c556e34f906d0799e2325ca84eeac6a261e99224881f07	Corsa laterale scaletta agilita.gif	Corsa lateralecon scaletta
2026-08-02T19:08:05	Cardio e Conditioning	2bbbf4d8c436bda829c556e34f906d0799e2325ca84eeac6a261e99224881f07	Corsa laterale scaletta agilita.gif	Corsa laterale scaletta
2026-08-02T19:08:10	Cardio e Conditioning	2bbbf4d8c436bda829c556e34f906d0799e2325ca84eeac6a261e99224881f07	Corsa laterale scaletta agilita.gif	Corsa laterale scaletta agilita
2026-08-02T19:08:11	Cardio e Conditioning	2bbbf4d8c436bda829c556e34f906d0799e2325ca84eeac6a261e99224881f07	Corsa laterale scaletta agilita.gif	Corsa laterale scaletta agilità
2026-08-02T19:09:45	Cardio e Conditioning	2a8d176a026434c3b5c8ddcaf0495237e8bcb4fab76a95b5ff0c40a5f09de940	Saltelli caviglie.gif	Jumping rimbalzato
2026-08-03T06:40:25	Gambe e Glutei	312a834ecbd28e0dce80d2c2313590dae1c70e49e4791b0cbf55d2dbcef2772b	Squat cavi doppi bassi (Dual cable squat).gif	Squat cavi bassi
2026-08-03T06:42:51	Gambe e Glutei	8678172072528fb0150ffca39c5fd3c68d445cf20e8a4d9d75c0aaea9472f753	Squat calcio laterale tocco tallone.gif	Squat calcio laterale
2026-08-03T06:46:22	Gambe e Glutei	e6605bcdad3f6579d265e0d2d0bb69efbb2ff7e6dc2067d954619c89f7413e6e	Squat frontale bilanciere (Barbell front squat).gif	Squat bilanciere
2026-08-03T06:46:28	Gambe e Glutei	e6605bcdad3f6579d265e0d2d0bb69efbb2ff7e6dc2067d954619c89f7413e6e	Squat frontale bilanciere (Barbell front squat).gif	Squat bilanciere 
2026-08-03T06:46:29	Gambe e Glutei	e6605bcdad3f6579d265e0d2d0bb69efbb2ff7e6dc2067d954619c89f7413e6e	Squat frontale bilanciere (Barbell front squat).gif	Squat bilanciere frontale
2026-08-03T06:47:16	Gambe e Glutei	8acd67cdd91098459064db42dcfdf5c94cd767526e667d05c14d08742a460739	Squat ginocchio alto (Squat with knee raise).gif	Squat torsione ginocchio alto
2026-08-03T06:48:18	Gambe e Glutei	79aef9ca93ec5cac7ab66d2c5dbc7df03e8cc680af566f85cb2817601d7d924b	Squat Goblet kettlebell elastico (Band Kettlebell Goblet Squat).gif	Squat goblet kettlebell ba
2026-08-03T06:48:19	Gambe e Glutei	79aef9ca93ec5cac7ab66d2c5dbc7df03e8cc680af566f85cb2817601d7d924b	Squat Goblet kettlebell elastico (Band Kettlebell Goblet Squat).gif	Squat goblet kettlebell banda
2026-08-03T06:49:09	Gambe e Glutei	75328f32765c95024ca5c537ccd38b7c1bf80c77194d6624bb839445823c7d9f	Squat hack machine inverso (Reverse hack machine squat).gif	Squat hack machine
2026-08-03T06:49:13	Gambe e Glutei	75328f32765c95024ca5c537ccd38b7c1bf80c77194d6624bb839445823c7d9f	Squat hack machine inverso (Reverse hack machine squat).gif	Squat inverso hack machine
2026-08-03T06:50:05	Gambe e Glutei	6ba72710aed06cd82a34d53c5f6fe1e0f34aa80d70570a8403da04bc5e41a1cb	Squat parete fitball corpo libero (Bodyweight wall squat with swiss ball).gif	Squat parete fitball corpo liber
2026-08-03T06:50:07	Gambe e Glutei	6ba72710aed06cd82a34d53c5f6fe1e0f34aa80d70570a8403da04bc5e41a1cb	Squat parete fitball corpo libero (Bodyweight wall squat with swiss ball).gif	Squat parete fitball corpo 
2026-08-03T06:50:09	Gambe e Glutei	6ba72710aed06cd82a34d53c5f6fe1e0f34aa80d70570a8403da04bc5e41a1cb	Squat parete fitball corpo libero (Bodyweight wall squat with swiss ball).gif	Squat parete fitball cor
2026-08-03T06:50:10	Gambe e Glutei	6ba72710aed06cd82a34d53c5f6fe1e0f34aa80d70570a8403da04bc5e41a1cb	Squat parete fitball corpo libero (Bodyweight wall squat with swiss ball).gif	Squat parete fitball 
2026-08-03T06:50:11	Gambe e Glutei	6ba72710aed06cd82a34d53c5f6fe1e0f34aa80d70570a8403da04bc5e41a1cb	Squat parete fitball corpo libero (Bodyweight wall squat with swiss ball).gif	Squat parete fitball
2026-08-03T11:43:31	Gambe e Glutei	b66a750d54c81cfbb67564ccb2685e720b21d203fde5deca84679b38d41c69e9	Squat su panca manubri (Dumbbell box:bench squat).gif	Squat su panca
2026-08-03T11:43:36	Gambe e Glutei	b66a750d54c81cfbb67564ccb2685e720b21d203fde5deca84679b38d41c69e9	Squat su panca manubri (Dumbbell box:bench squat).gif	Squat manubrisu panca
2026-08-03T11:43:37	Gambe e Glutei	b66a750d54c81cfbb67564ccb2685e720b21d203fde5deca84679b38d41c69e9	Squat su panca manubri (Dumbbell box:bench squat).gif	Squat manubri su panca
2026-08-03T11:43:43	Gambe e Glutei	b66a750d54c81cfbb67564ccb2685e720b21d203fde5deca84679b38d41c69e9	Squat su panca manubri (Dumbbell box:bench squat).gif	Squat manubri seduto su panca
2026-08-03T11:44:03	Gambe e Glutei	d2bb04e1246596210448c7666bd6e48e1be9e4cebdeea4c0ff836153b5a1601f	Squat sumo bilanciere (Barbell sumo squat).gif	Squat bilanciere
2026-08-03T11:44:09	Gambe e Glutei	d2bb04e1246596210448c7666bd6e48e1be9e4cebdeea4c0ff836153b5a1601f	Squat sumo bilanciere (Barbell sumo squat).gif	Squat sumo bilanciere
2026-08-03T11:44:56	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero br
2026-08-03T11:44:59	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero 
2026-08-03T11:45:00	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero
2026-08-03T11:45:31	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero 
2026-08-03T11:45:33	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero
2026-08-03T11:45:34	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero 
2026-08-03T11:45:36	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero b
2026-08-03T11:45:37	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero br
2026-08-03T11:45:38	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero bracci
2026-08-03T11:45:39	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero braccia 
2026-08-03T11:45:41	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero braccia diste
2026-08-03T11:45:41	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero braccia distes
2026-08-03T11:45:42	Gambe e Glutei	41ca83090ef0db41dac62df77a8519c30f8bba6b32095d86bba7b53ebbd74572	Squat sumo corpo libero braccia distese (Bodyweight sumo squat with arms down).gif	Squat sumo corpo libero braccia distese
2026-08-03T11:48:01	Gambe e Glutei	1a35a3fe2f3b857ae0464ad22cd4958ba5ed49a185719a7d157ae4fcc99af38a	Wall Sit inclinazione tronco.gif	Squat wall sit inclinazione alternata
2026-08-03T11:48:03	Gambe e Glutei	1a35a3fe2f3b857ae0464ad22cd4958ba5ed49a185719a7d157ae4fcc99af38a	Wall Sit inclinazione tronco.gif	Squat wall sit inclinazione alternat
2026-08-03T11:48:06	Gambe e Glutei	1a35a3fe2f3b857ae0464ad22cd4958ba5ed49a185719a7d157ae4fcc99af38a	Wall Sit inclinazione tronco.gif	Squat wall sit inclinazione alternata
2026-08-03T11:49:24	Gambe e Glutei	710f513cf7df6749f80653e9e87dc022f047eb426f0ea4bd5238d538877c3612	Squat wall ball palla medica.gif	Squat wall palla medica
2026-08-03T11:49:37	Gambe e Glutei	710f513cf7df6749f80653e9e87dc022f047eb426f0ea4bd5238d538877c3612	Squat wall ball palla medica.gif	Squat wall ball palla medica
2026-08-03T11:51:00	Gambe e Glutei	6ba72710aed06cd82a34d53c5f6fe1e0f34aa80d70570a8403da04bc5e41a1cb	Squat parete fitball corpo libero (Bodyweight wall squat with swiss ball).gif	Squat wall fitball
2026-08-03T11:53:17	Gambe e Glutei	28dd4732693d7d04fdafa88db627dd12e38dd0671a59b0dd3bf1e56ff835d599	Squat bulgaro.gif	Squat bulgaro a corpo libero
2026-08-03T11:57:15	Gambe e Glutei	28dd4732693d7d04fdafa88db627dd12e38dd0671a59b0dd3bf1e56ff835d599	Squat bulgaro.gif	Squat bulgaro  corpo libero
2026-08-03T11:57:16	Gambe e Glutei	28dd4732693d7d04fdafa88db627dd12e38dd0671a59b0dd3bf1e56ff835d599	Squat bulgaro.gif	Squat bulgaro corpo libero
2026-08-03T11:57:19	Gambe e Glutei	28dd4732693d7d04fdafa88db627dd12e38dd0671a59b0dd3bf1e56ff835d599	Squat bulgaro.gif	Squat bulgaro a corpo libero
2026-08-03T11:57:21	Gambe e Glutei	28dd4732693d7d04fdafa88db627dd12e38dd0671a59b0dd3bf1e56ff835d599	Squat bulgaro.gif	Squat bulgaro  corpo libero
2026-08-03T11:57:22	Gambe e Glutei	28dd4732693d7d04fdafa88db627dd12e38dd0671a59b0dd3bf1e56ff835d599	Squat bulgaro.gif	Squat bulgaro corpo libero
2026-08-03T11:58:08	Gambe e Glutei	b5aca689631e5b840739ffb7e69968619d79feb2862c326b38d7d40d270409d3	Squat hawaiano una gamba (Hawaiian squat single leg).gif	Squat hawaiano 
2026-08-03T11:58:08	Gambe e Glutei	b5aca689631e5b840739ffb7e69968619d79feb2862c326b38d7d40d270409d3	Squat hawaiano una gamba (Hawaiian squat single leg).gif	Squat hawaiano
2026-08-03T11:59:03	Gambe e Glutei	bd19e6f7b7e7b534929070ef5d8dc1f45f5ba640c9d4d12a0be221b168d8bd77	Squat pistol assistito una gamba (Assisted pistol squat single leg).gif	Squat pistol assistito
2026-08-03T12:00:46	Gambe e Glutei	3ad266121a01ba6158276d205b0c72e5658a149338eef7c60a1c879b9e8c7498	Squat pistol kettlebell una gamba (Kettlebell pistol squat single leg).gif	Squat pistol kettlebell 
2026-08-03T12:00:46	Gambe e Glutei	3ad266121a01ba6158276d205b0c72e5658a149338eef7c60a1c879b9e8c7498	Squat pistol kettlebell una gamba (Kettlebell pistol squat single leg).gif	Squat pistol kettlebell
2026-08-03T14:48:56	Gambe e Glutei	bd19e6f7b7e7b534929070ef5d8dc1f45f5ba640c9d4d12a0be221b168d8bd77	Squat pistol assistito una gamba (Assisted pistol squat single leg).gif	Squat assistito
2026-08-03T14:48:59	Gambe e Glutei	bd19e6f7b7e7b534929070ef5d8dc1f45f5ba640c9d4d12a0be221b168d8bd77	Squat pistol assistito una gamba (Assisted pistol squat single leg).gif	pistolSquat assistito
2026-08-03T14:49:00	Gambe e Glutei	bd19e6f7b7e7b534929070ef5d8dc1f45f5ba640c9d4d12a0be221b168d8bd77	Squat pistol assistito una gamba (Assisted pistol squat single leg).gif	pistol Squat assistito
2026-08-03T14:49:01	Gambe e Glutei	bd19e6f7b7e7b534929070ef5d8dc1f45f5ba640c9d4d12a0be221b168d8bd77	Squat pistol assistito una gamba (Assisted pistol squat single leg).gif	pistol sSquat assistito
2026-08-03T14:49:04	Gambe e Glutei	bd19e6f7b7e7b534929070ef5d8dc1f45f5ba640c9d4d12a0be221b168d8bd77	Squat pistol assistito una gamba (Assisted pistol squat single leg).gif	istol sSquat assistito
2026-08-03T14:49:05	Gambe e Glutei	bd19e6f7b7e7b534929070ef5d8dc1f45f5ba640c9d4d12a0be221b168d8bd77	Squat pistol assistito una gamba (Assisted pistol squat single leg).gif	Pistol sSquat assistito
2026-08-03T14:49:08	Gambe e Glutei	bd19e6f7b7e7b534929070ef5d8dc1f45f5ba640c9d4d12a0be221b168d8bd77	Squat pistol assistito una gamba (Assisted pistol squat single leg).gif	Pistol squat assistito
2026-08-03T14:49:31	Gambe e Glutei	96f55e295049a643332324a8fbe7f8049b54dd3fbb121c464018916b10ec04a4	Squat Pistol box.gif	Pistol squatSquat pistol al box
2026-08-03T14:49:34	Gambe e Glutei	96f55e295049a643332324a8fbe7f8049b54dd3fbb121c464018916b10ec04a4	Squat Pistol box.gif	Pistol squat al box
2026-08-03T14:49:57	Gambe e Glutei	50b260f35c0ba8381efd54be486dcd493865ab435aae3a729d3e842e2f651d48	Squat pistol corpo libero (Bodyweight pistol squat).gif	Pistol squat corpo libero
